ID,Name JA,Name En,Category JA,States Names,ISO Codes,Region,Latitude,Longitude,Main Image,Main Image Caption EN,UNESCO URL
1142,紀伊山地の霊場と参詣道,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,文化遺産,Japan,JP,Asia and the Pacific,33.83694444,135.7763889,https://whc.unesco.org/document/205512,Pilgrimage Road Omineokugakemichi,https://whc.unesco.org/en/list/1142
1143,ヴェガオヤン-ヴェガ群島,Vegaøyan – The Vega Archipelago,文化遺産,Norway,NO,Europe and North America,65.61667,11.75,https://whc.unesco.org/document/115275,Vegaøyan -- The Vega Archipelago (Norway),https://whc.unesco.org/en/list/1143
1145,タムガリの考古的景観にある岩絵群,Petroglyphs of the Archaeological Landscape of Tanbaly,文化遺産,Kazakhstan,KZ,Asia and the Pacific,43.80333333,75.535,https://whc.unesco.org/document/115295,Petroglyphs of the Archaeological Landscape of Tanbaly,https://whc.unesco.org/en/list/1145
1147,ロペ‐オカンダの生態系と残存する文化的景観,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,複合遺産,Gabon,GA,Africa,-0.5,11.5,https://whc.unesco.org/document/115304,Ecosystem and Relict Cultural Landscape of Lopé-Okanda (Gabon),https://whc.unesco.org/en/list/1147
1149,イルリサット・アイスフィヨルド,Ilulissat Icefjord,自然遺産,Denmark,DK,Europe and North America,69.13333333,-49.5,https://whc.unesco.org/document/115311,"Icebergs in Disko Bay, Fishing boat, UNESCO World Heritage Site, Ilulissat, Jakobshavn, Greenland, Denmark
Icebergs dans Disko Bay, Bateau de pêche, Site du Patrimoine Mondial de l’UNESCO, Ilulissat, Jakobshavn, Groenland, Danemark 
Eisberge in Disko Bay , Fischerboot, Welterbe der UNESCO, Ilulissat, Jakobshavn, Grönland, Groenland, Dänemark, Daenemark",https://whc.unesco.org/en/list/1149
1152,シングヴェトリル国立公園,Þingvellir National Park,文化遺産,Iceland,IS,Europe and North America,64.25380556,-21.03725,https://whc.unesco.org/document/113422,Þingvellir National Park (Iceland),https://whc.unesco.org/en/list/1152
1153,コース(台地)とセヴェンヌ山脈、地中海付近の農牧の文化的景観,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",文化遺産,France,FR,Europe and North America,44.22027778,3.473055556,https://whc.unesco.org/document/113444,Troupeaux,https://whc.unesco.org/en/list/1153
1155,レーゲンスブルクの旧市街とシュタットアムホーフ,Old town of Regensburg with Stadtamhof,文化遺産,Germany,DE,Europe and North America,49.02055556,12.09916667,https://whc.unesco.org/document/223524,Old town of Regensburg with Stadtamhof,https://whc.unesco.org/en/list/1155
1158,チェルヴェテリとタルキニアのエトルリア古代都市群,Etruscan Necropolises of Cerveteri and Tarquinia,文化遺産,Italy,IT,Europe and North America,42.00683333,12.10188889,https://whc.unesco.org/document/113455,Etruscan Necropolises of Cerveteri and Tarquinia,https://whc.unesco.org/en/list/1158
1160,マデリウ-ペラフィタ-クラーロル渓谷,Madriu-Perafita-Claror Valley,文化遺産,Andorra,AD,Europe and North America,42.49472222,1.595555556,https://whc.unesco.org/document/115467,Madriu-Perafita-Claror Valley,https://whc.unesco.org/en/list/1160
1161,ピトンズ・マネジメント・エリア,Pitons Management Area,自然遺産,Saint Lucia,LC,Latin America and the Caribbean,13.80708333,-61.07036111,https://whc.unesco.org/document/123322,Pitons Management Area,https://whc.unesco.org/en/list/1161
1162,フレーデフォート・ドーム,Vredefort Dome,自然遺産,South Africa,ZA,Africa,-26.86,27.26,https://whc.unesco.org/document/113482,Vredefort Dome (South Africa),https://whc.unesco.org/en/list/1162
1165,ヴロツワフの百周年記念ホール,Centennial Hall in Wrocław,文化遺産,Poland,PL,Europe and North America,51.10694722,17.07701389,https://whc.unesco.org/document/128408,Centennial Hall in Wrocław (Poland),https://whc.unesco.org/en/list/1165
1167,スマトラの熱帯雨林遺産,Tropical Rainforest Heritage of Sumatra,自然遺産,Indonesia,ID,Asia and the Pacific,-2.5,101.5,https://whc.unesco.org/document/122647,Bukit Barisan Selatan Natinoal Park,https://whc.unesco.org/en/list/1167
1170,ヤロスラヴル市街の歴史地区,Historical Centre of the City of Yaroslavl,文化遺産,Russian Federation,RU,Europe and North America,57.65278,39.87611,https://whc.unesco.org/document/113510,"Church of Epiphany, Historical Centre of the City of Yaroslavl",https://whc.unesco.org/en/list/1170
1174,,Chiribiquete National Park – “The Maloca of the Jaguar”,複合遺産,Colombia,CO,Latin America and the Caribbean,0.525277778,-72.79722222,https://whc.unesco.org/document/165933,Rock Art,https://whc.unesco.org/en/list/1174
1178,ハンバーストーンとサンタ・ラウラ硝石工場群,Humberstone and Santa Laura Saltpeter Works,文化遺産,Chile,CL,Latin America and the Caribbean,-20.20582,-69.79406,https://whc.unesco.org/document/113517,planta de lixiviacion,https://whc.unesco.org/en/list/1178
1179,スイスのサルドーナ地殻変動地帯,Swiss Tectonic Arena Sardona,自然遺産,Switzerland,CH,Europe and North America,46.91666667,9.25,https://whc.unesco.org/document/204645,Swiss Tectonic Arena Sardona,https://whc.unesco.org/en/list/1179
1181,ル・アーヴル、オーギュスト・ペレによる再建都市,"Le Havre, the City Rebuilt by Auguste Perret",文化遺産,France,FR,Europe and North America,49.49278,0.1075,https://whc.unesco.org/document/113529,"Le Havre, the City Rebuilt by Auguste Perret (France)",https://whc.unesco.org/en/list/1181
1182,カリフォルニア湾の島々と保護地域群,Islands and Protected Areas of the Gulf of California,自然遺産,Mexico,MX,Latin America and the Caribbean,27.62667,-112.54583,https://whc.unesco.org/document/113594,Islands and Protected Areas of the Gulf of California (Mexico),https://whc.unesco.org/en/list/1182
1183,コンドア・ロック‐アート遺跡群,Kondoa Rock-Art Sites,文化遺産,United Republic of Tanzania,TZ,Africa,-4.724444444,35.83388889,https://whc.unesco.org/document/113604,Dodoma Region,https://whc.unesco.org/en/list/1183
1185,プランタン‐モレトゥスの家屋‐工房‐博物館複合体,Plantin-Moretus House-Workshops-Museum Complex,文化遺産,Belgium,BE,Europe and North America,51.21833,4.39778,https://whc.unesco.org/document/113610,Plantin-Moretus House-Workshops-Museum Complex,https://whc.unesco.org/en/list/1185
1186,ワディ・エル‐ヒータン(クジラの谷),Wadi Al-Hitan (Whale Valley),自然遺産,Egypt,EG,Arab States,29.33333,30.18333,https://whc.unesco.org/document/113635,Wadi Al-Hitan (Whale Valley) (Egypt),https://whc.unesco.org/en/list/1186
1187,シュトゥルーヴェの三角点アーチ観測地点群,Struve Geodetic Arc,文化遺産,"Latvia,Norway,Sweden,Belarus,Estonia,Finland,Ukraine,Lithuania,Republic of Moldova,Russian Federation","LV, NO, SE, BY, EE, FI, UA, LT, MD, RU",Europe and North America,59.05777778,26.33777778,https://whc.unesco.org/document/113656,"Struve Geodetic Arc (Belarus, Estonia, Finland, Latvia, Lithuania, Norway, Republic of Moldova, Russian Federation, Sweden, Ukraine)",https://whc.unesco.org/en/list/1187
1188,ソルターニーエ,Soltaniyeh,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,36.43528,48.79667,https://whc.unesco.org/document/123745,Soltaniyeh,https://whc.unesco.org/en/list/1188
1189,ハラール・ジャゴル要塞歴史都市,"Harar Jugol, the Fortified Historic Town",文化遺産,Ethiopia,ET,Africa,9.308888889,42.13777778,https://whc.unesco.org/document/133094,"Harar Jugol, the Fortified Historic Town",https://whc.unesco.org/en/list/1189
1192,カルアト・アル-バフレーン古代遺跡,Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,文化遺産,Bahrain,BH,Arab States,26.23306,50.52722222,https://whc.unesco.org/document/113711,Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun (Bahrain),https://whc.unesco.org/en/list/1192
1193,知床,Shiretoko,自然遺産,Japan,JP,Asia and the Pacific,43.94944,144.96583,https://whc.unesco.org/document/209309,Shiretoko - Steller's Sea Eagle,https://whc.unesco.org/en/list/1193
1194,バリの文化的景観:バリ・ヒンドゥー哲学トリ・ヒタ・カラナを表す水利システム「スバック」,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,文化遺産,Indonesia,ID,Asia and the Pacific,-8.259166667,115.4027778,https://whc.unesco.org/document/117270,Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy. Water Reservoir,https://whc.unesco.org/en/list/1194
1195,西ノルウェーフィヨルド群‐ガイランゲルフィヨルドとネーロイフィヨルド,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,自然遺産,Norway,NO,Europe and North America,62.11667,7.16667,https://whc.unesco.org/document/118659,West Norwegian Fjords – Geirangerfjord and Nærøyfjord (Norway),https://whc.unesco.org/en/list/1195
1196,ネースヴィジのラジヴィール家の建築、住居、文化的複合体,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",文化遺産,Belarus,BY,Europe and North America,53.22278,26.69139,https://whc.unesco.org/document/124291,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",https://whc.unesco.org/en/list/1196
1199,クニヤ‐ウルゲンチ,Kunya-Urgench,文化遺産,Turkmenistan,TM,Asia and the Pacific,42.18318,59.08494,https://whc.unesco.org/document/128949,Kunya-Urgench,https://whc.unesco.org/en/list/1199
1200,シラクーザとパンタリカの岩壁墓地遺跡,Syracuse and the Rocky Necropolis of Pantalica,文化遺産,Italy,IT,Europe and North America,37.05944,15.29306,https://whc.unesco.org/document/113757,Syracuse and the Rocky Necropolis of Pantalica (Italy),https://whc.unesco.org/en/list/1200
1201,,Mount Mulanje Cultural Landscape,文化遺産,Malawi,MW,Africa,-15.91166667,35.65805556,https://whc.unesco.org/document/219991,Different Peaks of Mulanje Mountain,https://whc.unesco.org/en/list/1201
1202,シエンフェゴスの都市歴史地区,Urban Historic Centre of Cienfuegos,文化遺産,Cuba,CU,Latin America and the Caribbean,22.145887,-80.452183,https://whc.unesco.org/document/113776,Urban Historic Centre of Cienfuegos (Cuba),https://whc.unesco.org/en/list/1202
1203,スリランカの中央高原地帯,Central Highlands of Sri Lanka,自然遺産,Sri Lanka,LK,Asia and the Pacific,7.45245,80.8021,https://whc.unesco.org/document/203852,Central Highlands of Sri Lanka (Sri Lanka),https://whc.unesco.org/en/list/1203
1207,アフラージュ、オマーンの灌漑システム,<i>Aflaj</i> Irrigation Systems of Oman,文化遺産,Oman,OM,Arab States,22.99888889,57.53605556,https://whc.unesco.org/document/131067,Aflaj Irrigation Systems of Oman (Oman),https://whc.unesco.org/en/list/1207
1208,バムとその文化的景観,Bam and its Cultural Landscape,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,29.11683,58.36666667,https://whc.unesco.org/document/113829,Bam and its Cultural Landscape (Iran (Islamic Republic of)),https://whc.unesco.org/en/list/1208
1209,リュウゼツラン景観と古代テキーラ産業施設群,Agave Landscape and Ancient Industrial Facilities of Tequila,文化遺産,Mexico,MX,Latin America and the Caribbean,20.86305556,-103.7786111,https://whc.unesco.org/document/113852,Agave landscape and Ancient Industrial Facilities of Tequila,https://whc.unesco.org/en/list/1209
1211,ジェノヴァ:レ・ストラーデ・ヌオーヴェ とパラッツィ・デイ・ロッリ制度,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,文化遺産,Italy,IT,Europe and North America,44.412,8.93,https://whc.unesco.org/document/113860,The Mirror Gallery of the Royal Palace,https://whc.unesco.org/en/list/1211
1213,四川ジャイアントパンダ保護区群,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",自然遺産,China,CN,Asia and the Pacific,30.83333333,103,https://whc.unesco.org/document/113868,Wolong - Mt. Siguniang and Jiajin Mountains,https://whc.unesco.org/en/list/1213
1214,シーウェル鉱山都市,Sewell Mining Town,文化遺産,Chile,CL,Latin America and the Caribbean,-34.08444444,-70.38277778,https://whc.unesco.org/document/113876,Sewell Mining Town (Chile),https://whc.unesco.org/en/list/1214
1215,コーンウォールとウェストデヴォンの鉱山景観,Cornwall and West Devon Mining Landscape,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,50.13611111,-5.383611111,https://whc.unesco.org/document/113914,"Cornwall and West Devon Mining Landscape, Wheal Coates, St Agnes",https://whc.unesco.org/en/list/1215
1216,マルペロの 動植物保護区,Malpelo Fauna and Flora Sanctuary,自然遺産,Colombia,CO,Latin America and the Caribbean,4.003344,-81.607572,https://whc.unesco.org/document/113921,Manta Ray – Manta birostris,https://whc.unesco.org/en/list/1216
1217,ビスカヤ橋,Vizcaya Bridge,文化遺産,Spain,ES,Europe and North America,43.323175,-3.016833333,https://whc.unesco.org/document/113928,Vizcaya Bridge,https://whc.unesco.org/en/list/1217
1220,ハイファ及び西ガリラヤ地方のバハイ聖地群,Bahá’i Holy Places in Haifa and the Western Galilee,文化遺産,Israel,IL,Europe and North America,32.82939667,34.97164889,https://whc.unesco.org/document/139225,Bahá’i Holy Places in Haifa and the Western Galilee,https://whc.unesco.org/en/list/1220
1221,リドー運河,Rideau Canal,文化遺産,Canada,CA,Europe and North America,44.99438611,-75.765125,https://whc.unesco.org/document/113935,The flight of eight locks at Ottawa Lockstation is the largest flight on the Rideau Canal.,https://whc.unesco.org/en/list/1221
1222,ビソトゥーン(ベヒスタン),Bisotun,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,34.38833333,47.43666667,https://whc.unesco.org/document/113941,Bas-relief illustrating Darius' victory,https://whc.unesco.org/en/list/1222
1223,マラッカとジョージタウン、マラッカ海峡の古都群,"Melaka and George Town, Historic Cities of the Straits of Malacca",文化遺産,Malaysia,MY,Asia and the Pacific,5.421388889,100.3458333,https://whc.unesco.org/document/125476,"Melaka and George Town, Historic Cities of the Straits of Malacca",https://whc.unesco.org/en/list/1223
1224,プレア・ヴィヘア寺院,Temple of Preah Vihear,文化遺産,Cambodia,KH,Asia and the Pacific,14.390841,104.680325,https://whc.unesco.org/document/123643,"Temple of Preah Vihear, Southwest view of Gopura",https://whc.unesco.org/en/list/1224
1225,ロロペニの史跡,Ruins of Loropéni,文化遺産,Burkina Faso,BF,Africa,10.25002294,-3.583338493,https://whc.unesco.org/document/128724,Ruins of Loropéni (Burkina Faso),https://whc.unesco.org/en/list/1225
1226,セネガンビアのストーン・サークル群,Stone Circles of Senegambia,文化遺産,"Gambia,Senegal","GM, SN",Africa,13.69111111,-15.5225,https://whc.unesco.org/document/113968,Stone Circles of Senegambia,https://whc.unesco.org/en/list/1226
